label,message,clean_text
0,I am going to sao mu today. Will be done only at 12,i going sao mu today will done only 12
0,ÌÏ predict wat time Ì_'ll finish buying?,predict wat time ll finish buying
0,"Good stuff, will do.",good stuff will
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",just know yetunde hasn t sent money yet i just sent text not bother sending over dont involve yourself anything i shouldn t imposed anything first place i apologise
0,Are you there in room.,there room
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl how r u hope u r well del r bak again long time no c give call sum time lucyxx
0,K..k:)how much does it cost?,k k how much cost
0,I'm home.,i m home
0,"Dear, will call Tmorrow.pls accomodate.",dear will call tmorrow pls accomodate
0,First answer my question.,first answer question
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know which country algarve txt ansr 82277 cur 1 50 sp tyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join uk s largest dogging network bt txting gravel 69888 nt ec2a 31p msg 150p
0,I only haf msn. It's yijue@hotmail.com,i only haf msn s yijue hotmail com
0,He is there. You call and meet him,there call meet
0,No no. I will check all rooms befor activities,no no i will check all rooms befor activities
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,ll not rcv any more msgs chat svc free hardcore services text go 69988 u get nothing u must age verify yr network try again
0,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,got c i lazy type i forgot lect i saw pouch like not v nice
0,"K, text me when you're on the way",k text when re way
0,"Sir, Waiting for your mail.",sir waiting mail
0,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",swt thought nver get tired little things 4 lovable persons coz somtimes those little things occupy d biggest part hearts gud ni8
0,I know you are. Can you pls open the back?,i know can pls open back
0,Yes see ya not on the dot,yes see ya not dot
0,Whats the staff name who is taking class for us?,whats staff name who taking class us
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg why haven t replied text i m randy sexy female live local luv hear u netcollex ltd 08700621170150p per msg reply stop end
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummma will call after check life will begin qatar pls pray very hard
0,K..i deleted my contact that why?,k i deleted contact why
0,Sindu got job in birla soft ..,sindu got job birla soft
0,The wine is flowing and i'm i have nevering..,wine flowing i m i nevering
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup i thk cine better cos no need 2 go down 2 plaza mah
0,Ok... Ur typical reply...,ok ur typical reply
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle melle oru minnaminunginte nurungu vettam set callertune all callers press 9 copy friends callertune
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywhere dirt floor windows even shirt sometimes when i open mouth all comes flowing out i dream world without half chores out too time joy lots tv shows i ll see i guess like all things just must exist like rain hail mist when time here done i become one
0,Aaooooright are you at work?,aaooooright work
0,I'm leaving my house now...,i m leaving house now
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love what get interview today happy good boy think missing
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement new years delivery waiting please call 07046744435 now arrange delivery
1,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially selected 2 receive cur 1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep yourself safe because i need i miss already i envy everyone see s real life
0,New car and house for my parents.:)i have only new job in hand:),new car house parents i only new job hand
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,i m love i m excited each day i spend make happy
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious 32 f inviting friend reply yes 434 no 434 see url stop send stop frnd 62468
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabes ur order way u should receive service msg 2 download ur content u not goto wap bangb tv ur mobile internet service menu
0,I place all ur points on e cultures module already.,i place all ur points e cultures module already
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact last weekends draw shows won cur 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd which best way avoid missunderstding wit beloved one s
0,Great escape. I fancy the bridge but needs her lager. See you tomo,great escape i fancy bridge needs lager see tomo
0,Yes :)it completely in out of form:)clark also utter waste.,yes completely out form clark also utter waste
0,"Sir, I need AXIS BANK account no and bank address.",sir i need axis bank account no bank address
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",hmmm thk sure got time hop ard ya can go 4 free abt muz call u discuss liao
0,What time you coming down later?,what time coming down later
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",bloody hell cant believe forgot surname mr ill give u clue spanish begins m
0,"Well, i'm gonna finish my bath now. Have a good...fine night.",well i m gonna finish bath now good fine night
0,Let me know when you've got the money so carlos can make the call,let know when ve got money carlos can make call
0,U still going to the mall?,u still going mall
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns out friends staying whole show won t back til lt gt feel free go ahead smoke cur lt gt worth
0,Text her. If she doesnt reply let me know so i can have her log in,text doesnt reply let know i can log
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi just spoke maneesha v d like know satisfied experience reply toll free yes no
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lifted hopes offer money i need especially when end month approaches hurts studying anyways gr8 weekend
0,Lol no. U can trust me.,lol no u can trust
0,ok. I am a gentleman and will treat you with dignity and respect.,ok i gentleman will treat dignity respect
0,"He will, you guys close?",will guys close
0,Going on nothing great.bye,going nothing great bye
0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome finding job not lazy working towards getting back net mummy where s boytoy now miss
0,"Haha awesome, be there in a minute",haha awesome there minute
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call customer service representative freephone 0808 145 4742 between 9am 11pm won guaranteed cur 1000 cash cur 5000 prize
0,Have you got Xmas radio times. If not i will get it now,got xmas radio times not i will get now
0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,i jus reached home i go bathe first sis using net tell u when finishes k
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,unique enough find out 30th august url
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,i m sorry i ve joined league people dont keep touch mean great deal friend all times even great personal cost great week
0,Hi :)finally i completed the course:),hi finally i completed course
0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,will stop itself i however suggest stays someone will able give ors every stool
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,how hope ve settled new school year just wishin gr8 day
0,Gud mrng dear hav a nice day,gud mrng dear hav nice day
0,Did u got that persons story,u got persons story
0,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,hamster dead hey tmr i meet 1pm orchard mrt
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi kate how evening i hope i can see tomorrow bit i bloody babyjontet txt back u can xxx
0,"Found it, ENC  &lt;#&gt; , where you at?",found enc lt gt where
0,I sent you  &lt;#&gt;  bucks,i sent lt gt bucks
0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin ive finished college now txt when u finish u can love kate xxx
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
0,Goodmorning sleeping ga.,goodmorning sleeping ga
0,U call me alter at 11 ok.,u call alter 11 ok
0,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,say until like dat i dun buy ericsson oso cannot oredi lar
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",i entered cabin pa said happy b day boss i felt special askd 4 lunch after lunch invited apartment went there
0,"Aight yo, dats straight dogg",aight yo dats straight dogg
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,please give us connection today itself before lt decimal gt refund bill
0,Both :) i shoot big loads so get ready!,both i shoot big loads get ready
0,"What's up bruv, hope you had a great break. Do have a rewarding semester.",what s up bruv hope great break rewarding semester
0,Home so we can always chat,home can always chat
0,K:)k:)good:)study well.,k k good study well
0,Yup... How Ì_ noe leh...,yup how noe leh
0,Sounds great! Are you home now?,sounds great home now
0,Finally the match heading towards draw as your prediction.,finally match heading towards draw prediction
0,Tired. I haven't slept well the past few nights.,tired i haven t slept well past few nights
0,Easy ah?sen got selected means its good..,easy ah sen got selected means good
0,I have to take exam with march 3,i take exam march 3
0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah should i think can use gt atm now register not sure there s anyway i can help let know when sure ready
0,Ok no prob. Take ur time.,ok no prob take ur time
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there os called ubandu which will run without installing hard disk can use os copy important files system give repair shop
0,"Sorry, I'll call later",sorry i ll call later
0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh course nothing happen lar not say v romantic jus bit only lor i thk e nite scenery not nice leh
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",500 new mobiles 2004 must go txt nokia no 89545 collect today only cur 1 url 2optout 087187262701 50gbp mtmsg18
0,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate call just need someone talk
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon ur career off 2 flyng start 2 find out free txt horo followed ur star sign e g horo aries
0,Hey company elama po mudyadhu.,hey company elama po mudyadhu
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life more strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
0,Dear good morning now only i am up,dear good morning now only i up
